"","study_area","subsite","soil_moisture","lat","long","elevation","ecosystem","exstart","year","treatment","plot","spp","woody","functional_group","genus","species","phenophase","DOY","snowfree_date","data_provider","data_provider_email","plot.n","year_type"
"4272","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2009,"CTL","M8","SALARC","woody","deciduous shrub","Salix","arctica","green",184,157,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",15,"late"
"4273","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2009,"CTL","M9","SALARC","woody","deciduous shrub","Salix","arctica","green",166,157,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",15,"late"
"4274","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2010,"CTL","F1","SALARC","woody","deciduous shrub","Salix","arctica","green",182,149,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4275","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2010,"CTL","F10","SALARC","woody","deciduous shrub","Salix","arctica","green",158,149,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4276","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2010,"CTL","F4","SALARC","woody","deciduous shrub","Salix","arctica","green",161,149,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4277","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2010,"CTL","F6","SALARC","woody","deciduous shrub","Salix","arctica","green",161,149,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4278","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2010,"CTL","F7","SALARC","woody","deciduous shrub","Salix","arctica","green",161,149,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4279","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2010,"CTL","F8","SALARC","woody","deciduous shrub","Salix","arctica","green",161,149,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4280","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2010,"CTL","F9","SALARC","woody","deciduous shrub","Salix","arctica","green",161,149,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4281","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2010,"CTL","M1","SALARC","woody","deciduous shrub","Salix","arctica","green",161,152,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4282","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2010,"CTL","M10","SALARC","woody","deciduous shrub","Salix","arctica","green",155,149,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4283","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2010,"CTL","M2","SALARC","woody","deciduous shrub","Salix","arctica","green",161,149,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4284","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2010,"CTL","M4","SALARC","woody","deciduous shrub","Salix","arctica","green",161,149,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4285","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2010,"CTL","M5","SALARC","woody","deciduous shrub","Salix","arctica","green",161,149,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4286","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2010,"CTL","M7","SALARC","woody","deciduous shrub","Salix","arctica","green",161,149,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4287","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2010,"CTL","M8","SALARC","woody","deciduous shrub","Salix","arctica","green",155,149,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4288","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2010,"CTL","M9","SALARC","woody","deciduous shrub","Salix","arctica","green",158,149,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4289","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2011,"CTL","F1","SALARC","woody","deciduous shrub","Salix","arctica","green",186,147,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4290","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2011,"CTL","F10","SALARC","woody","deciduous shrub","Salix","arctica","green",150,144,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4291","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2011,"CTL","F4","SALARC","woody","deciduous shrub","Salix","arctica","green",186,144,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4292","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2011,"CTL","F6","SALARC","woody","deciduous shrub","Salix","arctica","green",156,144,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4293","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2011,"CTL","F7","SALARC","woody","deciduous shrub","Salix","arctica","green",183,144,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4294","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2011,"CTL","F8","SALARC","woody","deciduous shrub","Salix","arctica","green",186,144,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4295","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2011,"CTL","F9","SALARC","woody","deciduous shrub","Salix","arctica","green",150,144,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4296","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2011,"CTL","M10","SALARC","woody","deciduous shrub","Salix","arctica","green",150,144,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4297","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2011,"CTL","M4","SALARC","woody","deciduous shrub","Salix","arctica","green",159,144,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4298","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2011,"CTL","M5","SALARC","woody","deciduous shrub","Salix","arctica","green",171,144,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4299","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2011,"CTL","M7","SALARC","woody","deciduous shrub","Salix","arctica","green",186,144,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4300","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2011,"CTL","M9","SALARC","woody","deciduous shrub","Salix","arctica","green",153,144,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",165,"early"
"4301","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2012,"CTL","F10","SALARC","woody","deciduous shrub","Salix","arctica","green",159,147,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",171,"early"
"4302","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2012,"CTL","F2","SALARC","woody","deciduous shrub","Salix","arctica","green",165,147,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",171,"early"
"4303","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2012,"CTL","F3","SALARC","woody","deciduous shrub","Salix","arctica","green",165,147,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",171,"early"
"4304","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2012,"CTL","F5","SALARC","woody","deciduous shrub","Salix","arctica","green",159,144,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",171,"early"
"4305","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2012,"CTL","F6","SALARC","woody","deciduous shrub","Salix","arctica","green",163,141,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",171,"early"
"4306","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2012,"CTL","F7","SALARC","woody","deciduous shrub","Salix","arctica","green",163,141,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",171,"early"
"4307","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2012,"CTL","F8","SALARC","woody","deciduous shrub","Salix","arctica","green",153,147,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",171,"early"
"4308","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2012,"CTL","F9","SALARC","woody","deciduous shrub","Salix","arctica","green",147,141,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",171,"early"
"4309","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2012,"CTL","M1","SALARC","woody","deciduous shrub","Salix","arctica","green",165,147,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",171,"early"
"4310","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2012,"CTL","M10","SALARC","woody","deciduous shrub","Salix","arctica","green",154,147,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",171,"early"
"4311","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2012,"CTL","M3","SALARC","woody","deciduous shrub","Salix","arctica","green",168,147,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",171,"early"
"4312","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2012,"CTL","M4","SALARC","woody","deciduous shrub","Salix","arctica","green",159,147,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",171,"early"
"4313","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2012,"CTL","M5","SALARC","woody","deciduous shrub","Salix","arctica","green",165,144,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",171,"early"
"4314","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2012,"CTL","M6","SALARC","woody","deciduous shrub","Salix","arctica","green",147,147,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",171,"early"
"4315","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2012,"CTL","M7","SALARC","woody","deciduous shrub","Salix","arctica","green",156,141,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",171,"early"
"4316","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2012,"CTL","M8","SALARC","woody","deciduous shrub","Salix","arctica","green",153,147,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",171,"early"
"4317","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2012,"CTL","M9","SALARC","woody","deciduous shrub","Salix","arctica","green",153,147,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",171,"early"
"4318","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2013,"CTL","F1","SALARC","woody","deciduous shrub","Salix","arctica","green",178,160,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",169,"early"
"4319","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2013,"CTL","F10","SALARC","woody","deciduous shrub","Salix","arctica","green",166,154,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",169,"early"
"4320","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2013,"CTL","F2","SALARC","woody","deciduous shrub","Salix","arctica","green",166,NA,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",169,"early"
"4321","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2013,"CTL","F3","SALARC","woody","deciduous shrub","Salix","arctica","green",166,160,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",169,"early"
"4322","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2013,"CTL","F4","SALARC","woody","deciduous shrub","Salix","arctica","green",166,160,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",169,"early"
"4323","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2013,"CTL","F5","SALARC","woody","deciduous shrub","Salix","arctica","green",166,160,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",169,"early"
"4324","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2013,"CTL","F6","SALARC","woody","deciduous shrub","Salix","arctica","green",166,154,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",169,"early"
"4325","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2013,"CTL","F7","SALARC","woody","deciduous shrub","Salix","arctica","green",166,154,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",169,"early"
"4326","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2013,"CTL","F8","SALARC","woody","deciduous shrub","Salix","arctica","green",166,154,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",169,"early"
"4327","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2013,"CTL","F9","SALARC","woody","deciduous shrub","Salix","arctica","green",166,154,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",169,"early"
"4328","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2013,"CTL","M1","SALARC","woody","deciduous shrub","Salix","arctica","green",166,NA,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",169,"early"
"4329","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2013,"CTL","M10","SALARC","woody","deciduous shrub","Salix","arctica","green",166,154,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",169,"early"
"4330","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2013,"CTL","M2","SALARC","woody","deciduous shrub","Salix","arctica","green",178,160,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",169,"early"
"4331","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2013,"CTL","M3","SALARC","woody","deciduous shrub","Salix","arctica","green",175,160,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",169,"early"
"4332","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2013,"CTL","M4","SALARC","woody","deciduous shrub","Salix","arctica","green",166,160,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",169,"early"
"4333","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2013,"CTL","M5","SALARC","woody","deciduous shrub","Salix","arctica","green",172,160,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",169,"early"
"4334","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2013,"CTL","M6","SALARC","woody","deciduous shrub","Salix","arctica","green",166,154,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",169,"early"
"4335","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2013,"CTL","M7","SALARC","woody","deciduous shrub","Salix","arctica","green",184,154,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",169,"early"
"4336","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2013,"CTL","M8","SALARC","woody","deciduous shrub","Salix","arctica","green",166,154,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",169,"early"
"4337","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2013,"CTL","M9","SALARC","woody","deciduous shrub","Salix","arctica","green",166,154,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",169,"early"
"4338","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2014,"CTL","F1","SALARC","woody","deciduous shrub","Salix","arctica","green",168,150,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",177,"early"
"4339","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2014,"CTL","F10","SALARC","woody","deciduous shrub","Salix","arctica","green",135,135,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",177,"early"
"4340","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2014,"CTL","F2","SALARC","woody","deciduous shrub","Salix","arctica","green",166,150,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",177,"early"
"4341","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2014,"CTL","F3","SALARC","woody","deciduous shrub","Salix","arctica","green",166,156,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",177,"early"
"4342","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2014,"CTL","F4","SALARC","woody","deciduous shrub","Salix","arctica","green",196,144,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",177,"early"
"4343","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2014,"CTL","F5","SALARC","woody","deciduous shrub","Salix","arctica","green",166,144,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",177,"early"
"4344","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2014,"CTL","F6","SALARC","woody","deciduous shrub","Salix","arctica","green",166,144,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",177,"early"
"4345","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2014,"CTL","F7","SALARC","woody","deciduous shrub","Salix","arctica","green",153,135,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",177,"early"
"4346","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2014,"CTL","F8","SALARC","woody","deciduous shrub","Salix","arctica","green",150,135,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",177,"early"
"4347","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2014,"CTL","F9","SALARC","woody","deciduous shrub","Salix","arctica","green",150,135,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",177,"early"
"4348","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2014,"CTL","M1","SALARC","woody","deciduous shrub","Salix","arctica","green",159,150,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",177,"early"
"4349","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2014,"CTL","M10","SALARC","woody","deciduous shrub","Salix","arctica","green",147,135,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",177,"early"
"4350","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2014,"CTL","M2","SALARC","woody","deciduous shrub","Salix","arctica","green",159,150,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",177,"early"
"4351","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2014,"CTL","M3","SALARC","woody","deciduous shrub","Salix","arctica","green",166,150,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",177,"early"
"4352","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2014,"CTL","M4","SALARC","woody","deciduous shrub","Salix","arctica","green",166,144,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",177,"early"
"4353","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2014,"CTL","M5","SALARC","woody","deciduous shrub","Salix","arctica","green",159,144,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",177,"early"
"4354","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2014,"CTL","M6","SALARC","woody","deciduous shrub","Salix","arctica","green",153,135,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",177,"early"
"4355","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2014,"CTL","M7","SALARC","woody","deciduous shrub","Salix","arctica","green",150,135,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",177,"early"
"4356","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2014,"CTL","M8","SALARC","woody","deciduous shrub","Salix","arctica","green",147,135,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",177,"early"
"4357","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2014,"CTL","M9","SALARC","woody","deciduous shrub","Salix","arctica","green",150,135,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",177,"early"
"4358","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2015,"CTL","F1","SALARC","woody","deciduous shrub","Salix","arctica","green",144,137,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",180,"early"
"4359","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2015,"CTL","F10","SALARC","woody","deciduous shrub","Salix","arctica","green",137,137,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",180,"early"
"4360","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2015,"CTL","F2","SALARC","woody","deciduous shrub","Salix","arctica","green",141,137,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",180,"early"
"4361","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2015,"CTL","F3","SALARC","woody","deciduous shrub","Salix","arctica","green",147,137,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",180,"early"
"4362","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2015,"CTL","F4","SALARC","woody","deciduous shrub","Salix","arctica","green",144,137,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",180,"early"
"4363","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2015,"CTL","F5","SALARC","woody","deciduous shrub","Salix","arctica","green",137,137,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",180,"early"
"4364","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2015,"CTL","F7","SALARC","woody","deciduous shrub","Salix","arctica","green",137,137,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",180,"early"
"4365","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2015,"CTL","F8","SALARC","woody","deciduous shrub","Salix","arctica","green",141,137,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",180,"early"
"4366","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2015,"CTL","F9","SALARC","woody","deciduous shrub","Salix","arctica","green",141,137,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",180,"early"
"4367","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2015,"CTL","M1","SALARC","woody","deciduous shrub","Salix","arctica","green",144,137,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",180,"early"
"4368","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2015,"CTL","M10","SALARC","woody","deciduous shrub","Salix","arctica","green",141,137,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",180,"early"
"4369","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2015,"CTL","M2","SALARC","woody","deciduous shrub","Salix","arctica","green",141,137,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",180,"early"
"4370","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2015,"CTL","M3","SALARC","woody","deciduous shrub","Salix","arctica","green",141,137,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",180,"early"
"4371","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2015,"CTL","M4","SALARC","woody","deciduous shrub","Salix","arctica","green",141,137,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",180,"early"
"4372","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2015,"CTL","M5","SALARC","woody","deciduous shrub","Salix","arctica","green",141,137,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",180,"early"
"4373","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2015,"CTL","M6","SALARC","woody","deciduous shrub","Salix","arctica","green",141,137,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",180,"early"
"4374","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2015,"CTL","M7","SALARC","woody","deciduous shrub","Salix","arctica","green",141,137,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",180,"early"
"4375","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2015,"CTL","M8","SALARC","woody","deciduous shrub","Salix","arctica","green",141,137,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",180,"early"
"4376","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2015,"CTL","M9","SALARC","woody","deciduous shrub","Salix","arctica","green",141,137,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",180,"early"
"4377","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2016,"CTL","F1","SALARC","woody","deciduous shrub","Salix","arctica","green",156,144,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",179,"early"
"4378","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2016,"CTL","F10","SALARC","woody","deciduous shrub","Salix","arctica","green",156,142,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",179,"early"
"4379","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2016,"CTL","F2","SALARC","woody","deciduous shrub","Salix","arctica","green",159,144,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",179,"early"
"4380","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2016,"CTL","F3","SALARC","woody","deciduous shrub","Salix","arctica","green",159,144,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",179,"early"
"4381","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2016,"CTL","F4","SALARC","woody","deciduous shrub","Salix","arctica","green",159,144,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",179,"early"
"4382","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2016,"CTL","F5","SALARC","woody","deciduous shrub","Salix","arctica","green",166,142,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",179,"early"
"4383","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2016,"CTL","F6","SALARC","woody","deciduous shrub","Salix","arctica","green",159,144,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",179,"early"
"4384","Qikiqtaruk","phentransects","moist",69.58,-139.08,42,"Low arctic",2001,2016,"CTL","F7","SALARC","woody","deciduous shrub","Salix","arctica","green",156,142,"Isla Myers-Smith","isla.myers-smith[a]ed.ac.uk",179,"early"
